gene_name	number_of_transposon_per_gene	number_of_read_pergene
BRN1 	135 	2560 	
YBL096C 	24 	678 	
YBL095W 	60 	1292 	
YBL094C 	20 	251 	
ROX3 	42 	1662 	
RPL32 	47 	482 	
SCS22 	16 	434 	
MAP2 	74 	2773 	
MRP21 	17 	288 	
AVT5 	41 	1398 	
TEL1 	447 	11436 	
RPL23A 	8 	17 	
YBL086C 	137 	5223 	
BOI1 	76 	1586 	
CDC27 	356 	11493 	
YBL083C 	76 	1506 	
ALG3 	221 	7705 	
YBL081W 	21 	232 	
PET112 	105 	2039 	
NUP170 	160 	4982 	
ATG8 	25 	310 	
YBL077W 	13 	296 	
ILS1 	225 	6870 	
SSA3 	85 	2224 	
AAR2 	72 	2409 	
YBL073W 	15 	284 	
RPS8A 	33 	1162 	
YBL071C-B 	4 	40 	
KTI11 	5 	35 	
YBL071C 	10 	189 	
YBL070C 	22 	347 	
AST1 	68 	1997 	
YBL068W-A 	19 	429 	
PRS4 	74 	1911 	
UBP13 	149 	4567 	
SEF1 	101 	2396 	
YBL065W 	11 	53 	
PRX1 	3 	33 	
KIP1 	55 	562 	
YBL062W 	7 	118 	
SKT5 	132 	3420 	
YEL1 	161 	4867 	
CMC2 	40 	1099 	
YBL059W 	45 	411 	
SHP1 	38 	1013 	
PTH2 	34 	814 	
PTC3 	139 	5023 	
YBL055C 	49 	925 	
TOD6 	85 	1677 	
YBL053W 	13 	81 	
SAS3 	123 	3535 	
PIN4 	152 	6022 	
SEC17 	5 	43 	
MOH1 	26 	1002 	
RRT1 	31 	1147 	
EDE1 	312 	7799 	
PSY4 	70 	1376 	
COR1 	21 	177 	
YBL044W 	19 	87 	
ECM13 	108 	3838 	
FUI1 	389 	18178 	
PRE7 	202 	6255 	
ERD2 	9 	123 	
YBL039W-B 	65 	5645 	
URA7 	148 	3224 	
YBL039C-A 	8 	69 	
MRPL16 	50 	506 	
APL3 	170 	13975 	
YBL036C 	26 	823 	
POL12 	341 	13234 	
STU1 	518 	21102 	
RIB1 	114 	6864 	
HEK2 	222 	1135 	
SHE1 	169 	830 	
PET9 	204 	1085 	
YBL029C-A 	56 	281 	
YBL029W 	155 	4358 	
YBL028C 	28 	542 	
RPL19B 	107 	7855 	
LSM2 	24 	249 	
RRN10 	48 	2789 	
NCL1 	35 	408 	
MCM2 	310 	11757 	
PIM1 	397 	18174 	
HAP3 	51 	1826 	
RFT1 	178 	3877 	
APN2 	129 	3508 	
POP8 	23 	157 	
PEP1 	621 	18501 	
FUS3 	77 	1382 	
ACH1 	69 	1373 	
RRN6 	190 	5742 	
FMT1 	70 	2252 	
YBL012C 	10 	167 	
SCT1 	131 	1931 	
YBL010C 	32 	366 	
ALK2 	129 	3681 	
YBL008W-A 	6 	24 	
HIR1 	149 	2411 	
SLA1 	213 	3391 	
LDB7 	21 	153 	
YBL006W-A 	3 	23 	
PDR3 	178 	3880 	
UTP20 	585 	6190 	
HTA2 	59 	422 	
HTB2 	16 	427 	
ECM15 	7 	28 	
NTH2 	114 	1558 	
RER2 	15 	146 	
COQ1 	47 	806 	
GPI18 	13 	174 	
RCR1 	22 	393 	
UGA2 	41 	679 	
DSF2 	91 	2835 	
FLR1 	47 	1396 	
HHF1 	6 	58 	
HHT1 	9 	28 	
IPP1 	12 	168 	
YBR012C 	32 	884 	
YBR013C 	29 	55 	
GRX7 	32 	493 	
MNN2 	27 	317 	
YBR016W 	12 	225 	
KAP104 	64 	1067 	
GAL7 	52 	897 	
GAL10 	72 	1534 	
GAL1 	49 	986 	
FUR4 	78 	2150 	
POA1 	8 	32 	
CHS3 	46 	530 	
SCO2 	40 	768 	
OLA1 	66 	1409 	
ETR1 	59 	1194 	
YBR027C 	9 	56 	
YPK3 	19 	151 	
CDS1 	59 	1746 	
RKM3 	17 	259 	
RPL4A 	43 	885 	
YBR032W 	19 	314 	
EDS1 	76 	1432 	
HMT1 	53 	1328 	
PDX3 	20 	111 	
CSG2 	46 	735 	
SCO1 	28 	623 	
CHS2 	59 	1531 	
ATP3 	21 	460 	
FIG1 	30 	610 	
FAT1 	80 	1703 	
CST26 	50 	957 	
QDR3 	70 	1013 	
TCM62 	25 	196 	
GIP1 	27 	216 	
ZTA1 	49 	849 	
FMP23 	29 	431 	
RPS11B 	27 	562 	
REB1 	74 	1431 	
REG2 	42 	558 	
YBR051W 	24 	400 	
RFS1 	29 	793 	
YBR053C 	10 	30 	
YRO2 	66 	1495 	
PRP6 	105 	2842 	
YBR056W 	66 	2175 	
YBR056W-A 	7 	190 	
YBR056C-B 	6 	187 	
MUM2 	41 	795 	
UBP14 	61 	823 	
TSC3 	15 	69 	
AKL1 	112 	2713 	
ORC2 	59 	1609 	
TRM7 	6 	25 	
YBR062C 	85 	4997 	
YBR063C 	51 	974 	
YBR064W 	25 	376 	
ECM2 	28 	437 	
NRG2 	55 	1598 	
TIP1 	18 	258 	
BAP2 	68 	1429 	
TAT1 	107 	3386 	
ALG14 	25 	294 	
YBR071W 	24 	281 	
HSP26 	8 	97 	
YBR072C-A 	4 	92 	
RDH54 	92 	2291 	
PFF1 	90 	1842 	
ECM8 	72 	1420 	
YBR076C-A 	15 	276 	
SLM4 	27 	368 	
ECM33 	82 	2475 	
RPG1 	226 	7705 	
SEC18 	74 	993 	
SPT7 	199 	4686 	
UBC4 	0 	0 	
TEC1 	28 	225 	
MIS1 	136 	5386 	
RPL19A 	73 	2244 	
AAC3 	67 	4266 	
YBR085C-A 	5 	17 	
IST2 	243 	8476 	
RFC5 	204 	4972 	
POL30 	70 	2373 	
YBR089W 	44 	1006 	
NHP6B 	101 	4788 	
YBR090C 	101 	4314 	
TIM12 	35 	686 	
PHO3 	204 	5884 	
PHO5 	31 	620 	
PBY1 	477 	25730 	
RXT2 	53 	1297 	
YBR096W 	49 	1139 	
VPS15 	388 	14222 	
MMS4 	126 	2701 	
YBR099C 	17 	259 	
FES1 	19 	218 	
EXO84 	151 	6447 	
SIF2 	120 	2900 	
YBR103C-A 	7 	47 	
YMC2 	105 	2961 	
VID24 	207 	5632 	
PHO88 	89 	921 	
IML3 	167 	1290 	
AIM3 	396 	8066 	
CMD1 	7 	83 	
YBR109W-A 	6 	37 	
ALG1 	0 	0 	
YSA1 	10 	185 	
SUS1 	5 	23 	
CYC8 	81 	1399 	
YBR113W 	67 	1849 	
RAD16 	708 	42919 	
LYS2 	588 	21199 	
YBR116C 	62 	1744 	
TKL2 	162 	7016 	
TEF2 	166 	6014 	
MUD1 	173 	10029 	
CBP6 	37 	806 	
GRS1 	293 	10734 	
YBR121C-A 	10 	69 	
MRPL36 	77 	2719 	
TFC1 	674 	112347 	
YBR124W 	43 	1187 	
PTC4 	76 	2178 	
TPS1 	197 	1653 	
YBR126W-A 	84 	643 	
YBR126W-B 	46 	238 	
VMA2 	293 	1454 	
ATG14 	121 	1173 	
OPY1 	91 	472 	
SHE3 	155 	3916 	
CCZ1 	153 	2627 	
YBR131C-A 	39 	510 	
AGP2 	242 	7535 	
HSL7 	71 	2021 	
YBR134W 	52 	659 	
CKS1 	2 	3 	
MEC1 	822 	159015 	
YBR137W 	30 	388 	
YBR138C 	100 	2416 	
YBR139W 	39 	1117 	
IRA1 	519 	10484 	
BMT2 	17 	114 	
YBR141W-A 	0 	0 	
MAK5 	99 	3012 	
SUP45 	78 	1662 	
YBR144C 	10 	121 	
ADH5 	90 	1654 	
MRPS9 	45 	1092 	
RTC2 	65 	1626 	
YSW1 	102 	1731 	
ARA1 	64 	1731 	
TBS1 	91 	1981 	
APD1 	43 	409 	
SPP381 	30 	420 	
RIB7 	13 	300 	
RPB5 	13 	101 	
CNS1 	28 	259 	
SLI15 	99 	1782 	
ICS2 	29 	401 	
AMN1 	63 	1240 	
IFA38 	32 	237 	
CDC28 	34 	302 	
CSH1 	93 	3052 	
TOS1 	44 	375 	
YSY6 	1 	0 	
EXO5 	78 	3667 	
ARL1 	18 	285 	
UBS1 	41 	330 	
TYR1 	74 	1978 	
POP7 	41 	1115 	
PEX32 	95 	2845 	
SSE2 	83 	1490 	
NPL4 	56 	1030 	
SEC66 	23 	345 	
SMY2 	132 	4292 	
UMP1 	20 	370 	
YBR174C 	7 	74 	
SWD3 	24 	439 	
ECM31 	29 	591 	
EHT1 	32 	498 	
YBR178W 	25 	422 	
FZO1 	67 	1261 	
DTR1 	48 	933 	
RPS6B 	23 	235 	
SMP1 	41 	550 	
YBR182C-A 	11 	80 	
YPC1 	40 	639 	
YBR184W 	65 	1579 	
MBA1 	34 	452 	
PCH2 	130 	4391 	
GDT1 	32 	449 	
NTC20 	22 	515 	
RPS9B 	14 	125 	
YBR190W 	30 	1130 	
RPL21A 	46 	777 	
YBR191W-A 	1 	0 	
RIM2 	11 	176 	
MED8 	38 	1286 	
AIM4 	42 	796 	
MSI1 	110 	2808 	
PGI1 	80 	1559 	
YBR196C-A 	4 	19 	
YBR196C-B 	2 	5 	
YBR197C 	14 	253 	
TAF5 	86 	1216 	
KTR4 	52 	594 	
BEM1 	105 	1951 	
YBR200W-A 	12 	392 	
DER1 	27 	391 	
YBR201C-A 	3 	5 	
MCM7 	55 	1097 	
COS111 	62 	742 	
LDH1 	18 	316 	
KTR3 	12 	191 	
YBR206W 	7 	82 	
FTH1 	101 	2128 	
DUR1
YBR209W 	5 	91 	
ERV15 	41 	908 	
AME1 	17 	138 	
NGR1 	126 	3296 	
MET8 	33 	562 	
SDS24 	30 	191 	
HPC2 	78 	1836 	
YBP1 	89 	711 	
ATG12 	16 	140 	
PYC2 	153 	2334 	
YBR219C 	14 	333 	
YBR220C 	44 	934 	
PDB1 	33 	726 	
YBR221W-A 	1 	0 	
PCS60 	28 	246 	
TDP1 	13 	82 	
YBR223W-A 	0 	0 	
YBR224W 	10 	159 	
YBR225W 	71 	975 	
YBR226C 	13 	173 	
MCX1 	46 	935 	
SLX1 	12 	52 	
ROT2 	85 	1575 	
OM14 	33 	479 	
YBR230W-A 	4 	29 	
SWC5 	60 	1275 	
YBR232C 	21 	165 	
PBP2 	35 	337 	
DAD3 	6 	11 	
ARC40 	21 	360 	
VHC1 	53 	1211 	
ABD1 	41 	834 	
PRP5 	60 	876 	
YBR238C 	110 	1691 	
ERT1 	51 	805 	
THI2 	13 	237 	
YBR241C 	37 	691 	
YBR242W 	26 	522 	
ALG7 	43 	759 	
GPX2 	40 	589 	
ISW1 	102 	1444 	
RRT2 	0 	0 	
ENP1 	24 	781 	
HIS7 	35 	431 	
ARO4 	30 	390 	
SPO23 	32 	381 	
MRPS5 	25 	469 	
DUT1 	1 	0 	
SRB6 	12 	99 	
TRS20 	11 	62 	
MTC4 	52 	653 	
YBR255C-A 	4 	34 	
RIB5 	8 	71 	
POP4 	13 	126 	
SHG1 	8 	52 	
YBR259W 	82 	2054 	
RGD1 	47 	946 	
TAE1 	18 	194 	
MIC12 	20 	426 	
SHM1 	4 	11 	
YPT10 	0 	0 	
TSC10 	4 	8 	
REI1 	1 	0 	
SLM6 	1 	0 	
MRPL37 	0 	0 	
FMP21 	20 	192 	
BIT2 	81 	1907 	
EFM2 	44 	929 	
HSM3 	42 	1189 	
UBX7 	15 	149 	
CHK1 	10 	80 	
RIF1 	73 	881 	
PPS1 	40 	554 	
YBR277C 	13 	135 	
DPB3 	14 	135 	
PAF1 	21 	603 	
SAF1 	63 	1201 	
DUG2 	86 	1768 	
MRPL27 	16 	515 	
SSH1 	37 	239 	
YBR284W 	53 	1032 	
YBR285W 	6 	32 	
APE3 	62 	1068 	
YBR287W 	26 	683 	
APM3 	22 	304 	
SNF5 	38 	464 	
BSD2 	18 	410 	
CTP1 	17 	312 	
YBR292C 	18 	145 	
VBA2 	39 	714 	
SUL1 	63 	891 	
PCA1 	103 	1966 	
PHO89 	39 	599 	
YBR296C-A 	0 	0 	
MAL33 	40 	464 	
MAL31 	46 	784 	
YBR298C-A 	4 	62 	
MAL32 	46 	845 	
YBR300C 	11 	91 	
PAU24 	4 	12 	
COS2 	17 	113 	
YCL076W 	31 	511 	
GEX1 	66 	930 	
VBA3 	83 	1657 	
YCL068C 	23 	312 	
HMLALPHA2 	15 	89 	
HMLALPHA1 	5 	44 	
YCL065W 	14 	248 	
CHA1 	25 	425 	
VAC17 	48 	726 	
MRC1 	145 	2884 	
KRR1 	38 	594 	
FYV5 	23 	487 	
ADF1 	15 	373 	
MIC10 	27 	310 	
PRD1 	125 	2099 	
PEX34 	23 	389 	
KAR4 	43 	768 	
SPB1 	231 	6766 	
PBN1 	125 	3229 	
LRE1 	100 	2778 	
APA1 	47 	1393 	
YCL049C 	56 	1732 	
YCL048W-A 	11 	116 	
SPS22 	69 	1759 	
POF1 	45 	1298 	
EMC1 	201 	7439 	
YCL046W 	11 	285 	
MGR1 	45 	1220 	
PDI1 	58 	1757 	
YCL041C 	16 	518 	
YCL042W 	9 	137 	
GLK1 	61 	915 	
GID7 	164 	2857 	
ATG22 	15 	117 	
SRO9 	120 	4654 	
GFD2 	34 	429 	
GRX1 	20 	864 	
LSB5 	112 	4250 	
MXR2 	5 	55 	
STE50 	9 	97 	
RRP7 	26 	340 	
HIS4 	130 	3084 	
BIK1 	313 	9905 	
RNQ1 	184 	8051 	
FUS1 	28 	242 	
HBN1 	60 	1065 	
FRM2 	42 	467 	
AGP1 	57 	1151 	
YCL023C 	3 	5 	
KCC4 	207 	7134 	
YCL022C 	51 	1362 	
YCL021W-A 	33 	1083 	
LEU2 	65 	1694 	
NFS1 	99 	3873 	
DCC1 	72 	1416 	
BUD3 	124 	2597 	
YCL012C 	33 	602 	
GBP2 	22 	176 	
SGF29 	12 	165 	
ILV6 	15 	68 	
STP22 	94 	2482 	
YCL007C 	20 	331 	
VMA9 	21 	375 	
LDB16 	73 	2064 	
PGS1 	126 	4342 	
YCL002C 	35 	733 	
RER1 	17 	444 	
YCL001W-A 	62 	2626 	
YCL001W-B 	23 	753 	
YCR001W 	13 	234 	
CDC10 	26 	500 	
MRPL32 	34 	701 	
YCP4 	50 	876 	
CIT2 	59 	2085 	
YCR006C 	15 	142 	
YCR007C 	4 	4 	
SAT4 	143 	3896 	
RVS161 	19 	236 	
ADY2 	49 	710 	
ADP1 	199 	4498 	
PGK1 	207 	12214 	
YCR013C 	149 	9295 	
POL4 	264 	6919 	
YCR015C 	274 	9679 	
YCR016W 	109 	2981 	
CWH43 	330 	17007 	
SRD1 	8 	124 	
YCR018C-A 	25 	533 	
MAK32 	223 	7677 	
PET18 	146 	7191 	
MAK31 	94 	2774 	
HTL1 	25 	1200 	
HSP30 	83 	2362 	
YCR022C 	4 	3 	
YCR023C 	250 	10345 	
SLM5 	180 	843 	
YCR024C-B 	76 	366 	
PMP1 	22 	100 	
YCR025C 	65 	311 	
NPP1 	801 	7027 	
RHB1 	45 	687 	
FEN2 	117 	4703 	
RIM1 	9 	62 	
SYP1 	162 	6138 	
RPS14A 	141 	5144 	
BPH1 	744 	28265 	
SNT1 	409 	12421 	
ELO2 	148 	5314 	
RRP43 	167 	4027 	
RBK1 	45 	840 	
PHO87 	175 	4621 	
BUD5 	171 	6766 	
YCR038W-A 	7 	21 	
MATALPHA2 	41 	499 	
MATALPHA1 	73 	1611 	
YCR041W 	11 	184 	
TAF2 	204 	5069 	
YCR043C 	25 	207 	
PER1 	64 	1669 	
RRT12 	63 	1437 	
YCR045W-A 	10 	128 	
IMG1 	38 	561 	
BUD23 	60 	725 	
YCR047W-A 	10 	31 	
YCR049C 	10 	41 	
ARE1 	99 	1777 	
YCR050C 	14 	131 	
YCR051W 	41 	230 	
RSC6 	82 	1545 	
THR4 	94 	1664 	
CTR86 	85 	2165 	
PWP2 	86 	1303 	
YIH1 	44 	782 	
TAH1 	11 	116 	
YCR061W 	74 	1216 	
YCR064C 	10 	69 	
BUD31 	3 	12 	
HCM1 	92 	972 	
RAD18 	63 	325 	
SED4 	480 	5527 	
ATG15 	55 	525 	
CPR4 	51 	208 	
IMG2 	18 	262 	
RSA4 	57 	1299 	
SSK22 	101 	1735 	
SOL2 	10 	52 	
ERS1 	42 	652 	
YCR075W-A 	9 	320 	
FUB1 	43 	1302 	
PAT1 	96 	2949 	
PTC6 	43 	1344 	
SRB8 	135 	3116 	
YCR081C-A 	26 	632 	
AHC2 	67 	2413 	
TRX3 	32 	478 	
TUP1 	271 	2292 	
YCR085W 	21 	150 	
CSM1 	49 	257 	
YCR087W 	31 	91 	
YCR087C-A 	30 	87 	
ABP1 	191 	1771 	
FIG2 	109 	2117 	
YCR090C 	4 	6 	
KIN82 	60 	975 	
MSH3 	117 	2679 	
CDC39 	183 	4199 	
CDC50 	9 	34 	
OCA4 	17 	324 	
YCR095W-A 	8 	69 	
HMRA2 	8 	78 	
HMRA1 	13 	77 	
YCR097W-A 	2 	6 	
GIT1 	37 	799 	
YCR099C 	24 	497 	
YCR100C 	42 	883 	
YCR101C 	14 	170 	
YCR102C 	51 	1061 	
YCR102W-A 	6 	8 	
PAU3 	3 	7 	
ADH7 	44 	703 	
RDS1 	47 	956 	
AAD3 	46 	1441 	
YCR108C 	2 	30 	
COS7 	32 	370 	
YDL247W-A 	1 	0 	
MPH2 	77 	1035 	
SOR2 	77 	1614 	
HXT15 	52 	629 	
THI13 	23 	250 	
AAD4 	44 	635 	
YDL242W 	14 	187 	
YDL241W 	32 	761 	
YDL240C-A 	3 	4 	
LRG1 	158 	3673 	
ADY3 	104 	1731 	
GUD1 	85 	1891 	
AIM6 	68 	949 	
PHO13 	117 	3221 	
YPD1 	31 	741 	
GYP7 	190 	4947 	
MFG1 	62 	1401 	
OST4 	8 	312 	
BRE4 	236 	6043 	
PTP1 	67 	1816 	
SSB1 	192 	7661 	
YDL228C 	106 	4063 	
HO 	58 	1907 	
GCS1 	47 	710 	
SHS1 	137 	2518 	
WHI4 	53 	540 	
HBT1 	171 	5680 	
FMP45 	81 	3259 	
YDL221W 	60 	2054 	
CDC13 	93 	3764 	
DTD1 	23 	133 	
YDL218W 	12 	65 	
TIM22 	104 	3607 	
RRI1 	259 	9223 	
GDH2 	274 	11173 	
PRR2 	159 	3919 	
NOP6 	6 	25 	
SHR3 	5 	17 	
YDL211C 	64 	2206 	
UGA4 	79 	2114 	
CWC2 	58 	1414 	
NHP2 	26 	669 	
GLE1 	75 	2205 	
YDL206W 	123 	3286 	
HEM3 	73 	2341 	
RTN2 	74 	1439 	
ACK1 	40 	362 	
MRPL11 	15 	175 	
TRM8 	45 	1501 	
MGT1 	2 	14 	
YDL199C 	60 	860 	
GGC1 	14 	168 	
ASF2 	76 	1650 	
YDL196W 	21 	464 	
SEC31 	286 	7833 	
SNF3 	174 	5582 	
NUS1 	84 	3113 	
ARF1 	20 	297 	
RPL35A 	44 	761 	
UFD2 	157 	4397 	
RBS1 	48 	770 	
PPH22 	119 	5677 	
YDL187C 	0 	0 	
YDL186W 	5 	43 	
YDL185C-A 	3 	28 	
VMA1 	287 	8896 	
RPL41A 	10 	89 	
YDL183C 	17 	232 	
LYS20 	57 	739 	
INH1 	4 	9 	
YDL180W 	179 	5170 	
PCL9 	208 	12797 	
DLD2 	160 	2766 	
YDL177C 	119 	3195 	
YDL176W 	202 	9550 	
AIR2 	75 	1290 	
DLD1 	254 	15142 	
PAR32 	15 	222 	
YDL172C 	9 	84 	
GLT1 	910 	41524 	
UGA3 	73 	2056 	
UGX2 	22 	1741 	
SFA1 	245 	3511 	
NRP1 	367 	1934 	
FAP7 	93 	414 	
CDC36 	109 	473 	
CDC9 	709 	9355 	
YDL163W 	27 	371 	
YDL162C 	27 	397 	
ENT1 	112 	3267 	
MHF2 	3 	85 	
DHH1 	102 	3812 	
YDL159W-A 	16 	262 	
STE7 	28 	358 	
YDL159C-B 	2 	1 	
YDL158C 	1 	0 	
YDL157C 	6 	10 	
CMR1 	158 	6245 	
CLB3 	239 	8884 	
MSH5 	301 	14493 	
SAS10 	287 	10278 	
YDL152W 	22 	51 	
BUD30 	59 	2202 	
RPC53 	99 	2793 	
ATG9 	180 	4050 	
NOP14 	362 	10186 	
RPN5 	218 	8021 	
LDB17 	70 	1306 	
COP1 	210 	5341 	
YDL144C 	130 	6102 	
CCT4 	105 	2360 	
CRD1 	33 	980 	
BPL1 	97 	1668 	
RPO21 	275 	6253 	
SCM3 	33 	250 	
RGT2 	143 	2052 	
ARF2 	32 	349 	
RPL35B 	39 	769 	
RDI1 	23 	534 	
PPH21 	77 	1250 	
RPL41B 	0 	0 	
SRF1 	60 	807 	
CDC53 	79 	930 	
LYS21 	33 	556 	
STF1 	5 	139 	
RPP1B 	33 	533 	
YDL129W 	45 	278 	
VCX1 	165 	1215 	
PCL2 	111 	840 	
CDC48 	92 	1662 	
HNT1 	33 	77 	
YDL124W 	58 	1063 	
SNA4 	14 	303 	
UBP1 	67 	916 	
YDL121C 	8 	55 	
YFH1 	20 	357 	
YDL119C 	15 	106 	
YDL118W 	8 	30 	
CYK3 	112 	3451 	
NUP84 	66 	1724 	
IWR1 	43 	1246 	
YDL114W-A 	3 	4 	
YDL114W 	36 	576 	
ATG20 	57 	1338 	
TRM3 	468 	6750 	
RRP42 	63 	329 	
TMA17 	50 	194 	
YDL109C 	185 	1836 	
KIN28 	13 	113 	
MSS2 	37 	794 	
PHO2 	42 	756 	
NSE4 	42 	884 	
QRI7 	52 	657 	
QRI1 	28 	377 	
POL3 	130 	3081 	
DUN1 	68 	1704 	
GET3 	23 	427 	
BUG1 	21 	328 	
SNU23 	8 	35 	
RPN6 	21 	279 	
OPI6 	2 	1 	
PMT1 	37 	683 	
YDL094C 	27 	377 	
PMT5 	85 	2059 	
SRP14 	27 	326 	
UBX3 	42 	760 	
RAM1 	18 	158 	
NUR1 	44 	846 	
ASM4 	17 	259 	
LUC7 	19 	279 	
YDL086W 	41 	881 	
YDL086C-A 	18 	171 	
YDL085C-A 	6 	9 	
NDE2 	51 	679 	
SUB2 	46 	1311 	
RPS16B 	14 	88 	
RPL13A 	27 	456 	
RPP1A 	18 	108 	
THI3 	35 	725 	
MRK1 	44 	1307 	
MDH3 	27 	598 	
VAM6 	141 	3587 	
RXT3 	47 	886 	
RPL31A 	39 	492 	
BRE1 	34 	424 	
YDL073W 	52 	1221 	
YET3 	24 	769 	
YDL071C 	10 	56 	
BDF2 	93 	1873 	
CBS1 	9 	43 	
YDL068W 	0 	0 	
COX9 	20 	340 	
IDP1 	39 	602 	
PEX19 	16 	212 	
UBC9 	29 	455 	
SYO1 	63 	1383 	
YDL062W 	8 	26 	
RPS29B 	14 	167 	
TSR1 	108 	2517 	
RAD59 	8 	188 	
USO1 	219 	6156 	
YDL057W 	52 	1442 	
MBP1 	71 	1045 	
PSA1 	54 	677 	
MCH1 	26 	242 	
PBP4 	20 	425 	
SLC1 	33 	675 	
LHP1 	27 	704 	
YDL050C 	8 	129 	
KNH1 	5 	17 	
STP4 	58 	1091 	
SIT4 	64 	2176 	
NPC2 	31 	640 	
MRP10 	7 	61 	
FAD1 	55 	1374 	
MTF2 	52 	898 	
PRP11 	40 	782 	
SIR2 	100 	3157 	
YDL041W 	10 	202 	
NAT1 	89 	1634 	
PRM7 	64 	1759 	
BSC1 	18 	259 	
PUS9 	77 	1570 	
GPR1 	188 	3480 	
YDL034W 	31 	457 	
SLM3 	37 	439 	
YDL032W 	9 	105 	
DBP10 	221 	7546 	
PRP9 	129 	2638 	
ARP2 	46 	489 	
MPS1 	106 	2233 	
YDL027C 	74 	1759 	
YDL026W 	22 	248 	
RTK1 	19 	254 	
YDL025W-A 	1 	0 	
DIA3 	49 	809 	
YDL022C-A 	1 	0 	
YDL023C 	18 	194 	
GPD1 	80 	3370 	
GPM2 	50 	1120 	
RPN4 	83 	2376 	
OSH2 	171 	4055 	
ERP3 	63 	1669 	
CDC7 	142 	4965 	
YDL016C 	28 	651 	
TSC13 	123 	5120 	
NOP1 	125 	4382 	
SLX5 	85 	1994 	
YDL012C 	10 	45 	
YDL011C 	74 	5119 	
GRX6 	139 	11446 	
YDL009C 	60 	1686 	
